1,21,12,15
2,21,23,40
3,12,22,28
4,22,25,30
5,25,11,10
6,22,23,33
7,23,24,95
8,23,2,85
9,23,17,18
10,24,2,15
11,24,36,10
12,2,36,20
13,2,26,50
14,36,14,20
15,14,13,35
16,13,5,30
17,26,27,8
18,26,5,19
19,17,1,8
20,1,27,12
21,1,18,10
22,18,28,19
23,28,5,47
24,28,6,32
25,28,29,25
26,29,30,35
27,30,31,5
28,31,34,18
29,31,8,20
30,31,38,86
31,34,9,25
32,34,33,15
33,9,10,34
34,9,20,33
35,9,33,12
35,20,35,35
36,33,35,40
37,35,37,57
38,35,3,30
39,37,4,9
40,8,32,35
41,32,3,30
42,32,19,25
43,38,7,18
